0.01043+0.092568i,0.056947+0.07372i,0.086933+0.033471i,0.091682-0.016494i,0.069816-0.061671i,0.027682-0.088945i,-0.022487-0.090399i,-0.066128-0.06561i,-0.10201-0.044068i,-0.11007+0.015261i,-0.086178+0.07016i,-0.037265+0.10469i,0.022465+0.10883i,0.075674+0.081378i,0.10692+0.030301i,0.10712-0.029572i,0.098719-0.081048i,0.042336-0.12051i,-0.026337-0.12498i,-0.087364-0.093176i,-0.12303-0.034321i,-0.12298+0.034497i,-0.08723+0.093301i,-0.026157+0.12502i,0.036015+0.13576i,0.10123+0.097368i,0.13706+0.03071i,0.1331-0.044863i,0.090501-0.10741i,0.021632-0.13878i,-0.053517-0.12986i,-0.11313-0.083243i,-0.14485-0.019173i,-0.13378+0.05877i,-0.083865+0.11965i,-0.0096075+0.1458i,0.067439+0.12962i,0.12491+0.075816i,0.14612,0.12491-0.075816i,0.068662-0.12421i,-0.0057562-0.14181i,-0.078503-0.11824i,-0.12846-0.060346i,-0.14113+0.015068i,-0.11282+0.086108i,-0.051769+0.13215i,0.024315+0.13983i,0.080155+0.098069i,0.11941+0.042244i,0.12399-0.025844i,0.092587-0.08643i,0.034302-0.12193i,-0.033941-0.12203i,-0.092331-0.086704i,-0.12392-0.026211i,-0.09839+0.026723i,-0.070243+0.073896i,-0.021705+0.099617i,0.033134+0.09642i,0.078354+0.065232i,0.10083+0.015108i,0.094033-0.039402i,0.059939-0.082474i
0.11051-0.01594i,0.086198-0.070966i,0.036864-0.10539i,-0.023172-0.10922i,-0.07648-0.081345i,-0.10759-0.029854i,-0.10746+0.030303i,-0.07614+0.081663i,-0.066872+0.10263i,-0.0039137+0.12243i,0.06018+0.10669i,0.1068+0.059979i,0.12242-0.0041448i,0.1025-0.067065i,0.052827-0.11052i,-0.012185-0.12189i,-0.035394-0.12516i,-0.095199-0.088629i,-0.12737-0.026368i,-0.12256+0.043547i,-0.082177+0.10082i,-0.017937+0.12883i,0.051511+0.11943i,0.10601+0.07537i,0.12118+0.057154i,0.13325-0.01402i,0.10663-0.081124i,0.049062-0.12468i,-0.022751-0.13204i,-0.08796-0.10107i,-0.12763-0.040758i,-0.13026+0.031384i,-0.12273+0.053915i,-0.076937+0.10977i,-0.0088138+0.13376i,0.061868+0.11891i,0.11459+0.069553i,0.13405,0.11459-0.069553i,0.061868-0.11891i,0.038915-0.12433i,-0.031243-0.12647i,-0.092331-0.091903i,-0.12662-0.030656i,-0.12414+0.039491i,-0.085634+0.098174i,-0.022264+0.12836i,0.047568+0.12128i,0.06399+0.10492i,0.10914+0.056487i,0.12261-0.0083425i,0.10048-0.07075i,0.049189-0.11262i,-0.016386-0.1218i,-0.077204-0.095615i,-0.11561-0.041677i,-0.11058-0.019713i,-0.10476+0.040527i,-0.068527+0.089003i,-0.012399+0.11164i,0.047328+0.10187i,0.093316+0.062527i,0.11221+0.005032i,0.098538-0.053923i
-0.083357-0.13939i,-0.14358-0.075909i,-0.16213+0.0096112i,-0.13361+0.092342i,-0.066304+0.14827i,0.020251+0.16115i,0.10093+0.12725i,0.1523+0.056412i,0.018172-0.019789i,0.0052669-0.026346i,-0.0091676-0.025254i,-0.020941-0.016832i,-0.026635-0.0035233i,-0.024597+0.010808i,-0.015419+0.022002i,-0.0017643+0.026809i,-0.14897+0.050085i,-0.10136+0.12011i,-0.024325+0.15527i,0.059771+0.14536i,0.12652+0.093243i,0.15653+0.014063i,0.14111-0.069199i,0.084723-0.13237i,-0.074309-0.057881i,-0.093556-0.010923i,-0.085644+0.039206i,-0.05287+0.077954i,-0.0047477+0.094071i,0.044752+0.08288i,0.081261+0.04763i,0.09418-0.0014479i,0.01231+0.11713i,0.0713+0.093743i,0.10959+0.043141i,0.11607-0.019985i,0.088852-0.077309i,0.035841-0.11219i,-0.027573-0.1145i,-0.082984-0.083576i,-0.11044+0.093251i,-0.046024+0.13702i,0.031753+0.14101i,0.10031+0.10407i,0.13975+0.036915i,0.13862-0.040956i,0.097248-0.10694i,0.027646-0.14187i,0.054405+0.0010904i,0.047074-0.027297i,0.026077-0.04776i,-0.0024892-0.054359i,-0.030333-0.045177i,-0.049372-0.022881i,-0.054078+0.006058i,-0.043085+0.033238i,0.075277+0.14469i,0.13943+0.084628i,0.1631,0.13943-0.084628i,0.075277-0.14469i,-0.010724-0.16275i,-0.093612-0.13356i,-0.14933-0.065601i
-0.072236+0.038533i,-0.041757+0.070421i,0.00084353+0.081866i,0.043199+0.069546i,0.073014+0.037036i,0.081633-0.0062245i,0.066555-0.047678i,0.032155-0.075291i,0.072957-0.079624i,0.021052-0.10592i,-0.036964-0.10147i,-0.084249-0.067564i,-0.10708-0.014042i,-0.098821+0.043556i,-0.061878+0.088509i,-0.0069712+0.10777i,-0.045164+0.1224i,0.024902+0.12807i,0.087739+0.096559i,0.12511+0.037018i,0.12615-0.033269i,0.090581-0.093898i,0.028712-0.12727i,-0.041492-0.12369i,-0.0085116-0.14483i,-0.082425-0.11939i,-0.13241-0.059295i,-0.14396+0.018016i,-0.11371+0.090097i,-0.05046+0.13602i,0.027443+0.14246i,0.097379+0.10754i,0.068882+0.1324i,0.12758+0.077438i,0.14924,0.12758-0.077438i,0.068882-0.1324i,-0.009813-0.14892i,-0.085659-0.12221i,-0.13664-0.060028i,-0.11139-0.088557i,-0.14117-0.017908i,-0.12997+0.057939i,-0.081042+0.11697i,-0.0085875+0.14204i,0.06636+0.12588i,0.12204+0.073176i,0.1423-0.00077046i,0.12113+0.032717i,0.12052-0.034882i,0.084929-0.092354i,0.024682-0.12302i,-0.042731-0.11797i,-0.097739-0.078673i,-0.12437-0.01654i,-0.1149+0.050395i,-0.10076+0.012076i,-0.079872+0.062607i,-0.035794+0.094963i,0.018675+0.099752i,0.067723+0.075583i,0.097111+0.029472i,0.098308-0.025194i,0.070966-0.072547i
-0.0083917-0.10047i,-0.059305-0.081533i,-0.093003-0.038927i,-0.099702+0.01498i,-0.077458+0.064538i,-0.032728+0.095361i,0.021503+0.098501i,0.069491+0.073046i,-0.11337+0.036642i,-0.0779+0.090147i,-0.019818+0.11748i,0.044017+0.11071i,0.095074+0.071804i,0.11853+0.01205i,0.10758-0.051201i,0.065397-0.099589i,0.066015+0.11591i,0.11657+0.06483i,0.13329-0.0050674i,0.11132-0.073493i,0.057024-0.12058i,-0.013821-0.13267i,-0.080653-0.10624i,-0.12407-0.048972i,0.1073-0.091847i,0.044068-0.13419i,-0.031956-0.13758i,-0.098704-0.10103i,-0.1368-0.035149i,-0.13518+0.040933i,-0.094319+0.10513i,-0.026079+0.13881i,-0.11021-0.0886i,-0.14019-0.018555i,-0.12947+0.056876i,-0.081162+0.1158i,-0.0092978+0.1411i,0.065266+0.12545i,0.12088+0.073373i,0.14141,-0.062453+0.11849i,0.0080956+0.1337i,0.076294+0.11009i,0.12234+0.054526i,0.13288-0.016869i,0.10484-0.083367i,0.046364-0.12566i,-0.025569-0.13148i,0.11566+0.032775i,0.11588-0.031996i,0.082458-0.087478i,0.025099-0.11757i,-0.039546-0.11352i,-0.092711-0.076527i,-0.11896-0.017314i,-0.11068+0.046925i,0.0042223-0.10243i,-0.049539-0.089754i,-0.08892-0.051022i,-0.10249+0.0025219i,-0.086302+0.055333i,-0.045065+0.092082i,0.0092551+0.1021i,0.060888+0.082477i
0.071405+0.1268i,0.12683+0.071343i,0.14544-0.0048222i,0.12183-0.079587i,0.062849-0.13125i,-0.014375-0.14481i,-0.087426-0.11633i,-0.1351-0.054083i,0.014513-0.10853i,-0.043905-0.10031i,-0.089578-0.062965i,-0.10925-0.007346i,-0.097201+0.050405i,-0.056939+0.093524i,-0.00014695+0.10949i,0.056688+0.093677i,0.029945-0.0096132i,0.020611-0.023756i,0.005293-0.031002i,-0.011561-0.029249i,-0.02506-0.019004i,-0.031283-0.0032431i,-0.028425+0.01346i,-0.017315+0.026255i,-0.16705-0.022111i,-0.15427+0.067774i,-0.096714+0.13798i,-0.011079+0.16814i,0.077771+0.14948i,0.14405+0.087432i,0.1685,0.14405-0.087432i,0.11596+0.11313i,0.15783+0.036537i,0.15388-0.050661i,0.10526-0.12315i,0.02608-0.15989i,-0.060669-0.15022i,-0.12981-0.096933i,-0.16126-0.01551i,-0.0074861-0.018568i,-0.016034-0.011989i,-0.019927-0.0019289i,-0.018036+0.0086908i,-0.010908+0.016788i,-0.00061448+0.020011i,0.0098579+0.017425i,0.017469+0.009781i,0.082188-0.087751i,0.024727-0.11766i,-0.039912-0.11341i,-0.092965-0.07624i,-0.11903-0.016937i,-0.11054+0.047283i,-0.069963+0.097777i,-0.0090738+0.11989i,-0.1448+0.019589i,-0.11362+0.091879i,-0.049455+0.1375i,0.029067+0.1432i,0.099151+0.10733i,0.14045+0.040307i,0.14098-0.03842i,0.10058-0.10599i
0.092788+0.083433i,0.12261+0.023178i,0.11684-0.043806i,0.077151-0.098073i,0.015066-0.12387i,-0.051394-0.11371i,-0.10293-0.070536i,-0.12459-0.0068884i,-0.094446-0.081837i,-0.1232-0.020953i,-0.11619+0.046014i,-0.07545+0.099622i,-0.012807+0.12431i,0.053554+0.11291i,0.10437+0.068736i,0.12488+0.0046054i,0.096033+0.080164i,0.12369+0.018699i,0.11544-0.048193i,0.073676-0.1011i,0.010526-0.12465i,-0.055679-0.11202i,-0.10572-0.066869i,-0.12507-0.0023072i,-0.097543-0.078418i,-0.12407-0.016423i,-0.11459+0.05034i,-0.071834+0.10249i,-0.0082292+0.12489i,0.057765+0.11103i,0.10699+0.06494i,0.12516,0.098974+0.076604i,0.12436+0.01413i,0.11364-0.052446i,0.06993-0.1038i,0.0059227-0.12502i,-0.059804-0.10994i,-0.10817-0.062954i,-0.12513+0.0023101i,-0.10032-0.074727i,-0.12453-0.011827i,-0.11259+0.054507i,-0.067969+0.10502i,-0.0036127+0.12504i,0.061792+0.10877i,0.10926+0.060917i,0.12501-0.0046168i,0.10158+0.072791i,0.12461+0.0095189i,0.11146-0.056517i,0.065955-0.10615i,0.0013053-0.12496i,-0.063723-0.1075i,-0.11025-0.058833i,-0.12478+0.006914i,-0.10275-0.070803i,-0.12457-0.0072132i,-0.11023+0.058471i,-0.063894+0.10718i,0.00099319+0.12478i,0.065592+0.10615i,0.11115+0.056709i,0.12444-0.0091953i
0.0068644-0.12447i,-0.058714-0.10996i,-0.10725-0.063536i,-0.12465+0.0013343i,-0.10586+0.065817i,-0.056346+0.11119i,0.0095272+0.12429i,0.072635+0.10131i,0.054869+0.1122i,0.10512+0.067443i,0.12486+0.0031088i,0.10835-0.062127i,0.060385-0.10933i,-0.0051075-0.12479i,-0.069117-0.10403i,-0.11306-0.053066i,-0.1028-0.071237i,-0.12484-0.0075589i,-0.11064+0.058313i,-0.064324+0.10726i,0.00066572+0.12506i,0.065462+0.10657i,0.11125+0.057132i,0.12475-0.0088875i,0.12459+0.012003i,0.11273-0.054385i,0.068151-0.10498i,0.003785-0.12511i,-0.06168-0.10891i,-0.10924-0.0611i,-0.12509+0.0044492i,-0.10462+0.068707i,-0.11462+0.050354i,-0.071855+0.10252i,-0.0082316+0.12492i,0.057782+0.11106i,0.10702+0.064959i,0.12519,0.10702-0.064959i,0.057782-0.11106i,0.075426-0.099865i,0.012661-0.12451i,-0.053779-0.113i,-0.10461-0.068697i,-0.12507-0.0044471i,-0.10922+0.061093i,-0.06167+0.1089i,0.003786+0.12509i,-0.01706+0.12386i,0.049685+0.11474i,0.10201+0.072302i,0.12472+0.0088791i,0.11122-0.057122i,0.065439-0.10654i,0.00065954-0.12503i,-0.064311-0.10722i,-0.04551-0.11625i,-0.099226-0.075765i,-0.12414-0.013283i,-0.11301+0.053056i,-0.069077+0.10399i,-0.0050919+0.12474i,0.060372+0.10928i,0.10831+0.06209i
-0.10823+0.040608i,-0.071454+0.090874i,-0.01393+0.11476i,0.047637+0.10533i,0.095375+0.065324i,0.11543+0.0063547i,0.10197-0.05446i,0.058912-0.099464i,0.10803-0.059358i,0.061548-0.10679i,-0.0027981-0.12323i,-0.066332-0.10389i,-0.11061-0.054393i,-0.12278+0.010895i,-0.099304+0.07302i,-0.047003+0.11395i,-0.10222+0.07805i,-0.046887+0.11976i,0.02206+0.12671i,0.084602+0.096869i,0.12258+0.038911i,0.12498-0.030343i,0.091096-0.090788i,0.030766-0.12488i,0.091048-0.094732i,0.028679-0.12822i,-0.042016-0.12449i,-0.10051-0.084622i,-0.12983-0.020185i,-0.12146+0.050111i,-0.07783+0.10586i,-0.011605+0.13088i,-0.075456+0.10766i,-0.0086442+0.13118i,0.060677+0.11663i,0.11238+0.068215i,0.13147,0.11238-0.068215i,0.060677-0.11663i,-0.0086442-0.13118i,0.056985-0.11554i,-0.011239-0.12834i,-0.0762-0.10388i,-0.11904-0.049265i,-0.12732+0.019653i,-0.098646+0.082866i,-0.041331+0.12202i,0.027982+0.12576i,-0.037531+0.11778i,0.029031+0.12016i,0.087165+0.087657i,0.12+0.029706i,0.11799-0.036869i,0.081736-0.09274i,0.021752-0.12169i,-0.044547-0.11531i,0.019062-0.11451i,-0.04312-0.10778i,-0.092784-0.06976i,-0.11551-0.011491i,-0.10471+0.050113i,-0.063508+0.09717i,-0.0038712+0.11602i,0.056889+0.10119i
-0.092063-0.048255i,-0.10374+0.0065179i,-0.085299+0.059399i,-0.042097+0.095036i,0.013325+0.10308i,0.064879+0.081208i,0.097598+0.035757i,0.10199-0.020074i,0.042929-0.11554i,-0.023254-0.12105i,-0.082686-0.091411i,-0.11812-0.035239i,-0.11926+0.031162i,-0.085777+0.088518i,-0.027397+0.12018i,0.038936+0.11695i,0.13395+0.02887i,0.12949-0.044823i,0.087434-0.1055i,0.02-0.13556i,-0.05324-0.12626i,-0.11102-0.080308i,-0.13658-0.011044i,-0.12249+0.061427i,-0.0093919+0.14253i,0.065926+0.12672i,0.12211+0.074115i,0.14284,0.12211-0.074115i,0.065926-0.12672i,-0.0093919-0.14253i,-0.081984-0.11697i,-0.13997+0.010661i,-0.11413+0.081743i,-0.055146+0.12909i,0.019842+0.13897i,0.08907+0.1085i,0.13244+0.046539i,0.13737-0.028936i,0.10241-0.096011i,-0.027313-0.12792i,-0.089723-0.095181i,-0.12609-0.034811i,-0.12585+0.035665i,-0.089076+0.095788i,-0.026445+0.1281i,0.043863+0.12323i,0.10144+0.082585i,0.10938-0.038483i,0.073533-0.089649i,0.016343-0.11479i,-0.045591-0.10661i,-0.09429-0.067479i,-0.11562-0.0087598i,-0.10338+0.052502i,-0.061133+0.098523i,0.04354+0.087566i,0.082656+0.052264i,0.097777+0.0017904i,0.084514-0.049203i,0.046717-0.085914i,-0.0046425-0.097683i,-0.054654-0.081096i,-0.088799-0.040967i
-0.10167+0.081888i,-0.04442+0.12275i,0.025722+0.12798i,0.088396+0.096062i,0.12541+0.036252i,0.12602-0.034081i,0.090042-0.094521i,0.027928-0.12752i,0.1128-0.017431i,0.087382-0.073429i,0.036598-0.10811i,-0.02481-0.11141i,-0.079016-0.082365i,-0.11028-0.029411i,-0.10954+0.032081i,-0.076991+0.08426i,-0.12495-0.027846i,-0.12126+0.041028i,-0.082372+0.097992i,-0.01957+0.12651i,0.048913+0.1183i,0.1032+0.07575i,0.12752+0.011209i,0.11483-0.056585i,0.081785+0.095057i,0.11924+0.038823i,0.12207-0.02868i,0.089474-0.087858i,0.030899-0.12153i,-0.036645-0.11992i,-0.093551-0.083503i,-0.1233-0.022842i,-0.044913-0.11565i,-0.098401-0.075558i,-0.12332-0.013533i,-0.11244+0.05242i,-0.068924+0.10316i,-0.005395+0.12395i,0.0597+0.10875i,0.10746+0.061992i,-0.031928+0.12533i,0.037738+0.12371i,0.096449+0.08617i,0.12716+0.023618i,0.12096-0.04579i,0.079642-0.10191i,0.015206-0.12844i,-0.053644-0.11769i,0.070056-0.091857i,0.012225-0.11487i,-0.049154-0.10454i,-0.096264-0.063864i,-0.11543-0.0046456i,-0.10109+0.055922i,-0.057397+0.10026i,0.0029541+0.11548i,-0.12061+0.052985i,-0.07561+0.10787i,-0.0086617+0.13145i,0.060801+0.11686i,0.11261+0.068353i,0.13173,0.11261-0.068353i,0.060801-0.11686i
0.12129+0.071185i,0.14062-0.0020824i,0.11913-0.074745i,0.063056-0.12571i,-0.011324-0.14018i,-0.082416-0.11396i,-0.12958-0.054654i,-0.13913+0.020517i,0.16266,0.13905-0.084401i,0.075076-0.1443i,-0.010695-0.16231i,-0.093362-0.1332i,-0.14893-0.065425i,-0.16126+0.021344i,-0.12678+0.10192i,0.10614-0.062714i,0.058196-0.10869i,-0.0066453-0.12311i,-0.069557-0.10179i,-0.11228-0.050924i,-0.1224+0.014725i,-0.096996+0.0761i,-0.043431+0.11538i,0.020714-0.050031i,-0.0082522-0.053517i,-0.034823-0.041467i,-0.051285-0.01738i,-0.052859+0.011753i,-0.039088+0.037474i,-0.01397+0.052317i,0.015203+0.051972i,-0.024502+0.03328i,-0.0036771+0.041163i,0.018215+0.037096i,0.034819+0.02226i,0.041315+0.00096266i,0.035818-0.020615i,0.019923-0.036207i,-0.001756-0.041289i,0.01256+0.11646i,0.071164+0.093038i,0.10911+0.042608i,0.11538-0.02019i,0.088157-0.077127i,0.035342-0.11167i,-0.027733-0.1138i,-0.082757-0.082895i,0.09319+0.1327i,0.14852+0.065089i,0.16074-0.021422i,0.12629-0.10171i,0.055183-0.15248i,-0.031944-0.15898i,-0.1098-0.11933i,-0.15578-0.045038i,0.12496+0.05737i,0.13659-0.015797i,0.10857-0.084379i,0.04903-0.12847i,-0.024744-0.13526i,-0.091335-0.10279i,-0.13141-0.040477i,-0.13334+0.033584i
-0.034829-0.094275i,-0.078691-0.062519i,-0.099708-0.012614i,-0.091781+0.040953i,-0.05721+0.082631i,-0.0060309+0.10032i,0.046899+0.08889i,0.086214+0.051653i,-0.07039+0.095545i,-0.010597+0.1182i,0.052272+0.10654i,0.099966+0.063955i,0.11864+0.0028023i,0.10287-0.059164i,0.057244-0.10396i,-0.0050047-0.11857i,0.13322+0.011688i,0.11995-0.059132i,0.071855-0.11279i,0.0029037-0.1337i,-0.06689-0.1158i,-0.11727-0.064284i,-0.1336+0.0058935i,-0.11115+0.07436i,-0.060676-0.12891i,-0.11875-0.078713i,-0.14236-0.0056694i,-0.12464+0.06902i,-0.070734+0.12367i,0.0037033+0.14242i,0.077066+0.11983i,0.12806+0.06245i,-0.082013+0.11701i,-0.0093952+0.14258i,0.06595+0.12676i,0.12215+0.074141i,0.14289,0.12215-0.074141i,0.06595-0.12676i,-0.0093952-0.14258i,0.1341+0.011859i,0.12079-0.059444i,0.072415-0.11349i,0.0030163-0.13459i,-0.067258-0.11662i,-0.11801-0.064796i,-0.1345+0.00584i,-0.11195+0.07478i,-0.052067-0.10715i,-0.10011-0.064585i,-0.11909-0.0032671i,-0.1035+0.059i,-0.057863+0.10414i,0.0045703+0.11905i,0.065677+0.099396i,0.10772+0.050891i,-0.051231+0.085287i,0.00045819+0.09949i,0.052015+0.084812i,0.088471+0.045513i,0.099245-0.0069989i,0.081208-0.057479i,0.039597-0.091272i,-0.013509-0.09857i
0.038205-0.10972i,-0.02427-0.11362i,-0.0797-0.084532i,-0.11199-0.030909i,-0.11178+0.031688i,-0.079109+0.085086i,-0.023478+0.11378i,0.038969+0.10945i,-0.009125+0.13848i,0.064052+0.12311i,0.11864+0.072009i,0.13878,0.11864-0.072009i,0.064052-0.12311i,-0.009125-0.13848i,-0.079653-0.11364i,-0.022352-0.13135i,-0.087261-0.10069i,-0.12684-0.040794i,-0.12959+0.03094i,-0.094731+0.093692i,-0.032366+0.12925i,0.039394+0.12728i,0.099718+0.088365i,0.034415+0.11112i,0.087078+0.077137i,0.11446+0.020758i,0.10862-0.041647i,0.071245-0.091962i,0.013187-0.11558i,-0.048698-0.10565i,-0.096447-0.065044i,-0.041093-0.10674i,-0.090511-0.069921i,-0.11365-0.012809i,-0.1038+0.048022i,-0.063819+0.094913i,-0.0053079+0.11425i,0.054744+0.10042i,0.098903+0.05744i,0.061894+0.11243i,0.11125+0.063999i,0.12831-0.0030145i,0.10812-0.069153i,0.056546-0.11522i,-0.011444-0.12783i,-0.076112-0.10334i,-0.11868-0.048847i,-0.089417-0.10071i,-0.1287-0.0397i,-0.13062+0.032839i,-0.094617+0.095845i,-0.031152+0.13103i,0.041356+0.12817i,0.10186+0.08811i,0.13279+0.022469i,0.095116+0.06495i,0.11501+0.0061698i,0.10152-0.054402i,0.058556-0.099181i,-0.0014057-0.11517i,-0.060959-0.097722i,-0.10282-0.051908i,-0.11483+0.0089751i
-0.03911-0.099038i,-0.084822-0.06437i,-0.10591-0.011015i,-0.096253+0.045538i,-0.058653+0.088871i,-0.0040274+0.1064i,0.051768+0.09305i,0.092535+0.052683i,0.070333+0.098282i,0.11112+0.047522i,0.11965-0.017033i,0.093444-0.076643i,0.040113-0.114i,-0.024863-0.11827i,-0.082621-0.088203i,-0.11639-0.03253i,-0.10175-0.083366i,-0.13024-0.018471i,-0.12092+0.051786i,-0.076495+0.10701i,-0.0098675+0.13117i,0.059625+0.11725i,0.11181+0.069293i,0.13153+0.0012216i,0.126+0.055097i,0.1363-0.018277i,0.10703-0.086346i,0.046693-0.12935i,-0.027199-0.1348i,-0.093196-0.10112i,-0.13214-0.038087i,-0.13272+0.036004i,-0.13688-0.018118i,-0.12641+0.055535i,-0.079248+0.11307i,-0.0090785+0.13777i,0.063726+0.12249i,0.11803+0.071642i,0.13807,0.11803-0.071642i,0.13128-0.019935i,0.10188-0.085161i,0.042908-0.12566i,-0.028524-0.12969i,-0.091676-0.096064i,-0.12821-0.034553i,-0.12753+0.036989i,-0.089829+0.097794i,-0.11089+0.050473i,-0.068606+0.10069i,-0.0064048+0.12167i,0.057655+0.10733i,0.10498+0.061837i,0.12183-0.001609i,0.10331-0.064588i,0.054801-0.10882i,0.082268-0.067327i,0.035393-0.10024i,-0.021757-0.10406i,-0.072591-0.077663i,-0.10235-0.028725i,-0.1024+0.028552i,-0.072722+0.07754i,-0.021933+0.10402i
-0.13985+0.061437i,-0.08767+0.12508i,-0.010043+0.15242i,0.070499+0.1355i,0.13058+0.079256i,0.15275,0.13058-0.079256i,0.070499-0.1355i,0.065552-0.1211i,-0.006797-0.13753i,-0.077173-0.11404i,-0.12515-0.057448i,-0.13679+0.015825i,-0.10872+0.084505i,-0.049095+0.12865i,0.024785+0.13545i,-0.022393+0.096766i,0.031066+0.09434i,0.075508+0.064527i,0.098029+0.015982i,0.092093-0.037202i,0.059423-0.079587i,0.0095023-0.098868i,-0.043177-0.089448i,0.010117-0.10225i,-0.044406-0.092657i,-0.086038-0.056167i,-0.10269-0.0033718i,-0.089537+0.050402i,-0.050388+0.089545i,0.0033878+0.10269i,0.056181+0.086029i,0.0082769+0.087521i,0.052488+0.070522i,0.081461+0.033052i,0.086787-0.014014i,0.066919-0.057011i,0.027624-0.083458i,-0.01969-0.085678i,-0.061288-0.063025i,0.0060991-0.09728i,-0.045262-0.086325i,-0.083484-0.05031i,-0.097471+0.00031046i,-0.083162+0.05084i,-0.044711+0.086611i,0.0067187+0.097239i,0.056198+0.079639i,0.05875+0.13863i,0.12215+0.088025i,0.1501+0.011866i,0.13447-0.067738i,0.079803-0.12768i,0.001971-0.15055i,-0.076433-0.12972i,-0.13265-0.071235i,-0.13694-0.060279i,-0.14834+0.019523i,-0.11668+0.093657i,-0.051145+0.1406i,0.029234+0.14673i,0.10113+0.11027i,0.14366+0.041789i,0.14449-0.038819i
-0.12297+0.020947i,-0.094254+0.081713i,-0.038175+0.11876i,0.028987+0.12133i,0.087734+0.088678i,0.12101+0.030283i,0.11916-0.036902i,0.082717-0.093375i,-0.11417+0.047008i,-0.073205+0.099423i,-0.010991+0.12298i,0.054413+0.11083i,0.10402+0.066509i,0.12343+0.0028813i,0.10701-0.061583i,0.059525-0.10817i,-0.107+0.066474i,-0.056977+0.11234i,0.0095855+0.1256i,0.073365+0.1024i,0.11585+0.049467i,0.1247-0.017823i,0.097351-0.079939i,0.041742-0.11885i,-0.087762+0.090231i,-0.028205+0.12267i,0.03954+0.1195i,0.095806+0.081639i,0.12426+0.020078i,0.11664-0.047312i,0.075163-0.10097i,0.011864-0.12531i,-0.072935+0.10406i,-0.0083553+0.1268i,0.05865+0.11273i,0.10863+0.065935i,0.12707,0.10863-0.065935i,0.05865-0.11273i,-0.0083553-0.1268i,-0.044208+0.11796i,0.023414+0.12378i,0.084239+0.09366i,0.12061+0.036356i,0.12197-0.031502i,0.087919-0.090215i,0.028347-0.12274i,-0.039453-0.11963i,-0.024805+0.11967i,0.040887+0.11517i,0.09471+0.077236i,0.12104+0.016883i,0.11223-0.048371i,0.070841-0.099584i,0.0088877-0.12189i,-0.055646-0.10881i,0.0014724+0.12462i,0.065921+0.10577i,0.11123+0.056211i,0.12425-0.0096632i,0.1012-0.072732i,0.048776-0.11469i,-0.017812-0.12335i,-0.079229-0.096203i
0.040662+0.079946i,0.076242+0.047243i,0.089689+0.00082614i,0.0771-0.045831i,0.042128-0.079184i,-0.0050729-0.089549i,-0.050801-0.073919i,-0.081782-0.036831i,-0.070948-0.095343i,-0.11012-0.044691i,-0.11733+0.018934i,-0.090472+0.077064i,-0.037354+0.11282i,0.026608+0.11583i,0.082846+0.085209i,0.11503+0.029855i,0.10227+0.096737i,0.13762+0.029628i,0.13302-0.046082i,0.089803-0.10841i,0.020515-0.13927i,-0.054728-0.1297i,-0.11408-0.08248i,-0.14032-0.011313i,-0.12265-0.098602i,-0.15601-0.02065i,-0.14408+0.063297i,-0.090324+0.12887i,-0.010347+0.15703i,0.072633+0.13961i,0.13453+0.081655i,0.15737,0.12061+0.078032i,0.14359+0.0041269i,0.12489-0.070976i,0.069933-0.12548i,-0.0053232-0.14355i,-0.079034-0.11995i,-0.1298-0.061532i,-0.14289+0.01475i,-0.11894-0.066584i,-0.13622+0.0047958i,-0.11396+0.074783i,-0.058619+0.12306i,0.013742+0.13561i,0.082114+0.1088i,0.12665+0.050401i,0.13442-0.02263i,0.090673+0.054574i,0.10583-0.00039532i,0.090263-0.05525i,0.048494-0.094065i,-0.0073529-0.10557i,-0.061065-0.086435i,-0.09705-0.042204i,-0.10486+0.014279i,-0.081915-0.033506i,-0.087411+0.013861i,-0.067532+0.057204i,-0.028048+0.083941i,0.019578+0.086311i,0.061521+0.063624i,0.085604+0.022468i,0.084837-0.025211i
